CNO,START,END,CYTOBAND,GSYM,GENE_ALIAS,,GENE_NAME,GENE_TYPE,GPATTERN
12,56300000,61400000,12q14.1,AGAP2,CENTG1|GGAP2|PIKE,HGNC:16921|MIM:605476|Ensembl:ENSG00000135439|HPRD:05687|Vega:OTTHUMG00000170285,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",protein-coding,"Arf GAP with GTP-binding protein-like, ANK repeat and PH domains 2|GTP-binding and GTPase activating protein 2|arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2|centaurin, gamma 1|cnt-g1|phosphatidylinositol-3-kinase enhancer|phosphoinositide 3-kinase enhancer"
2,237000000,242951149,2q37.3,TWIST2,DERMO1|bHLHa39,HGNC:20670|MIM:607556|Ensembl:ENSG00000233608|HPRD:09616|Vega:OTTHUMG00000152836,twist homolog 2 (Drosophila),protein-coding,class A basic helix-loop-helix protein 39|dermis-expressed protein 1|twist-related bHLH protein Dermo1|twist-related protein 2
10,127400000,130500000,10q26.2,C10orf90,FATS|bA422P15.2,HGNC:26563|Ensembl:ENSG00000154493|HPRD:16587|Vega:OTTHUMG00000019245,chromosome 10 open reading frame 90,protein-coding,centrosomal protein C10orf90|fragile-site associated tumor suppressor homolog
8,19100000,38500000,8p21-p12,CLU,APO-J|APOJ|CLI|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,HGNC:2095|MIM:185430|Ensembl:ENSG00000120885|HPRD:01706|Vega:OTTHUMG00000102114,clusterin,protein-coding,"aging-associated protein 4|apolipoprotein J|complement cytolysis inhibitor|complement lysis inhibitor|complement-associated protein SP-40,40|ku70-binding protein 1|sulfated glycoprotein 2|testosterone-repressed prostate message 2"
12,56300000,61400000,12q14.1,LRIG3,LIG3,HGNC:30991|MIM:608870|Ensembl:ENSG00000139263|HPRD:08317|Vega:OTTHUMG00000169940,leucine-rich repeats and immunoglobulin-like domains 3,protein-coding,LIG-3|leucine-rich repeats and immunoglobulin-like domains protein 3
14,72900000,78400000,14q24.3,JDP2,JUNDM2,HGNC:17546|MIM:608657|Ensembl:ENSG00000140044|HPRD:16360|Vega:OTTHUMG00000171869,Jun dimerization protein 2,protein-coding,jun dimerization protein 2|progesterone receptor co-activator
19,0,6900000,19p13.3,PLK5,PLK-5|PLK5P|SgK384ps,HGNC:27001,polo-like kinase 5,protein-coding,"inactive serine/threonine-protein kinase PLK5|polo-like kinase 5, pseudogene"
2,221300000,242951149,2q36-q37,COL4A3,-,HGNC:2204|MIM:120070|Ensembl:ENSG00000169031|HPRD:00354|Vega:OTTHUMG00000149891,"collagen, type IV, alpha 3 (Goodpasture antigen)",protein-coding,"collagen IV, alpha-3 polypeptide|collagen alpha-3(IV) chain|tumstatin"
10,0,6700000,10p15,KLF6,BCD1|CBA1|COPEB|CPBP|GBF|PAC1|ST12|ZF9,HGNC:2235|MIM:602053|Ensembl:ENSG00000067082|HPRD:03632|Vega:OTTHUMG00000017567,Kruppel-like factor 6,protein-coding,B-cell-derived protein 1|GC-rich binding factor|GC-rich sites-binding factor GBF|Krueppel-like factor 6|Kruppel-like zinc finger protein Zf9|core promoter element binding protein|core promoter element-binding protein|proto-oncogene BCD1|protooncogene B-cell derived 1|suppression of tumorigenicity 12 (prostate)|suppressor of tumorigenicity 12 protein|transcription factor Zf9
6,160900000,164400000,6q26,PACRG,GLUP|HAK005771|PARK2CRG|RP3-495O10.2,HGNC:19152|MIM:608427|Ensembl:ENSG00000112530|HPRD:07465|Vega:OTTHUMG00000016116,PARK2 co-regulated,protein-coding,molecular chaperone/chaperonin-binding protein|parkin co-regulated gene protein|parkin coregulated gene protein
8,6200000,12700000,8p23.1,CLDN23,CLDNL|hCG1646163,HGNC:17591|MIM:609203|Ensembl:ENSG00000253958|HPRD:13069|Vega:OTTHUMG00000163674,claudin 23,protein-coding,2310014B08Rik|claudin-23
16,0,6300000,16p13.3,CREBBP,CBP|KAT3A|RSTS,HGNC:2348|MIM:600140|Ensembl:ENSG00000005339|HPRD:02534|Vega:OTTHUMG00000129431,CREB binding protein,protein-coding,CREB-binding protein
12,0,14800000,12p13,CREBL2,-,HGNC:2350|MIM:603476|Ensembl:ENSG00000111269|HPRD:07541|Vega:OTTHUMG00000168704,cAMP responsive element binding protein-like 2,protein-coding,MHBs-binding protein 1|cAMP-responsive element-binding protein-like 2
3,115000000,123400000,3q13.31-q13.33,ADPRH,ARH1,HGNC:269|MIM:603081|Ensembl:ENSG00000144843|HPRD:04359|Vega:OTTHUMG00000159420,ADP-ribosylarginine hydrolase,protein-coding,ADP-ribose-L-arginine cleaving enzyme|[Protein ADP-ribosylarginine] hydrolase
12,36500000,44600000,12q12,PRICKLE1,EPM1B|RILP,HGNC:17019|MIM:608500|Ensembl:ENSG00000139174|HPRD:16341|Vega:OTTHUMG00000169443,prickle homolog 1 (Drosophila),protein-coding,REST (RE-1 silencing transcription factor)/NRSF (neuron-restrictive silencer factor)-interacting LIM domain protein|REST/NRSF-interacting LIM domain protein 1|prickle-like 1|prickle-like protein 1
17,6800000,11200000,17p13.1,KCTD11,C17orf36|KCASH1|REN|REN/KCTD11,HGNC:21302|MIM:609848|Ensembl:ENSG00000213859|HPRD:13763|Vega:OTTHUMG00000132061,potassium channel tetramerisation domain containing 11,protein-coding,"BTB/POZ domain-containing protein KCTD11|potassium channel tetramerization domain containing 11|retinoic acid, EGF, NGF induced gene protein|retinoic acid, EGF, NGF induced gene/potassium channel tetramerization domain containing 11"
20,22300000,25700000,20p11.21,CST5,-,HGNC:2477|MIM:123858|Ensembl:ENSG00000170367|HPRD:00463|Vega:OTTHUMG00000032089,cystatin D,protein-coding,cystatin 5|cystatin-5|cystatin-D|cysteine-proteinase inhibitor
11,63100000,76700000,11q13,CST6,-,HGNC:2478|MIM:601891|Ensembl:ENSG00000175315|HPRD:03535|Vega:OTTHUMG00000166750,cystatin E/M,protein-coding,cystatin 6|cystatin M|cystatin M/E|cystatin-6|cystatin-E|cystatin-M|cysteine proteinase inhibitor
19,0,6900000,19p13.3,DIRAS1,Di-Ras1|GBTS1|RIG,HGNC:19127|MIM:607862|Ensembl:ENSG00000176490|HPRD:09710,"DIRAS family, GTP-binding RAS-like 1",protein-coding,GTP-binding protein Di-Ras1|distinct subgroup of the Ras family member 1|ras-related inhibitor of cell growth|small GTP-binding tumor suppressor 1
4,0,10900000,4p16,CTBP1,BARS,HGNC:2494|MIM:602618|Ensembl:ENSG00000159692|HPRD:04015|Vega:OTTHUMG00000089259,C-terminal binding protein 1,protein-coding,C-terminal-binding protein 1|brefeldin A-ribosylated substrate
10,123100000,127400000,10q26.13,CTBP2,-,HGNC:2495|MIM:602619|Ensembl:ENSG00000175029|HPRD:04016|Vega:OTTHUMG00000019224,C-terminal binding protein 2,protein-coding,C-terminal-binding protein 2|ribeye
6,130400000,131300000,6q23.1,CTGF,CCN2|HCS24|IGFBP8|NOV2,HGNC:2500|MIM:121009|Ensembl:ENSG00000118523|HPRD:00412|Vega:OTTHUMG00000015573,connective tissue growth factor,protein-coding,CCN family member 2|IBP-8|IGF-binding protein 8|IGFBP-8|hypertrophic chondrocyte-specific protein 24|insulin-like growth factor-binding protein 8
1,154800000,157300000,1q23.1,PYHIN1,IFIX|RP11-520H16.1,HGNC:28894|MIM:612677|Ensembl:ENSG00000163564|HPRD:09999|Vega:OTTHUMG00000037109,"pyrin and HIN domain family, member 1",protein-coding,interferon-inducible protein X|pyrin and HIN domain-containing protein 1
11,52900000,56400000,11q11,CTNND1,CAS|CTNND|P120CAS|P120CTN|p120|p120(CAS)|p120(CTN),HGNC:2515|MIM:601045|Ensembl:ENSG00000198561|HPRD:03026|Vega:OTTHUMG00000167272,"catenin (cadherin-associated protein), delta 1",protein-coding,cadherin-associated Src substrate|catenin delta-1|p120 catenin
21,41400000,46944323,21q22.3,SIK1,MSK|SIK|SNF1LK,HGNC:11142|MIM:605705|Ensembl:ENSG00000142178|HPRD:09301|Vega:OTTHUMG00000086874,salt-inducible kinase 1,protein-coding,SIK-1|SNF1-like kinase|myocardial SNF1-like kinase|salt-inducible protein kinase 1|serine/threonine protein kinase|serine/threonine-protein kinase SIK1|serine/threonine-protein kinase SNF1-like kinase 1|serine/threonine-protein kinase SNF1LK
3,161200000,169200000,3q26.1,PPM1L,PP2C-epsilon|PP2CE|PPM1-LIKE,HGNC:16381|MIM:611931|Ensembl:ENSG00000163590|HPRD:17889|Vega:OTTHUMG00000159048,"protein phosphatase, Mg2+/Mn2+ dependent, 1L",protein-coding,PP2C epsilon|Protein phosphatase 2C epsilon isoform|protein phosphatase 1L|protein phosphatase 2C isoform epsilon
9,116700000,129300000,9q33.1-q33.3,DAB2IP,AF9Q34|AIP1|DIP1/2,HGNC:17294|MIM:609205|Ensembl:ENSG00000136848|HPRD:09903|Vega:OTTHUMG00000020595,DAB2 interacting protein,protein-coding,ASK-interacting protein 1|ASK1-interacting protein 1|DAB2 interaction protein|DAB2-interacting protein|DOC-2/DAB2 interactive protein|disabled homolog 2-interacting protein|nGAP-like protein
16,45500000,51200000,16q12.1,CYLD,BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2,HGNC:2584|MIM:605018|Ensembl:ENSG00000083799|HPRD:05427,cylindromatosis (turban tumor syndrome),protein-coding,deubiquitinating enzyme CYLD|probable ubiquitin carboxyl-terminal hydrolase CYLD|ubiquitin carboxyl-terminal hydrolase CYLD|ubiquitin specific peptidase like 2|ubiquitin thioesterase CYLD|ubiquitin thiolesterase CYLD|ubiquitin-specific-processing protease CYLD
5,29300000,42400000,5p13,DAB2,DOC-2|DOC2,HGNC:2662|MIM:601236|Ensembl:ENSG00000153071|HPRD:03139|Vega:OTTHUMG00000162043,"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)",protein-coding,differentially-expressed protein 2|disabled homolog 2
12,94800000,100000000,12q23.1,SLC5A8,AIT|SMCT|SMCT1,HGNC:19119|MIM:608044|Ensembl:ENSG00000256870|HPRD:10475|Vega:OTTHUMG00000170499,"solute carrier family 5 (iodide transporter), member 8",protein-coding,apical iodide transporter|electrogenic sodium monocarboxylate cotransporter|sodium iodide-related cotransporter|sodium-coupled monocarboxylate transporter 1|solute carrier family 5 member 8
9,129300000,134900000,9q34.1,DAPK1,DAPK,HGNC:2674|MIM:600831|Ensembl:ENSG00000196730|HPRD:02902|Vega:OTTHUMG00000020150,death-associated protein kinase 1,protein-coding,DAP kinase 1
19,0,6900000,19p13.3,DAPK3,ZIP|ZIPK,HGNC:2676|MIM:603289|Ensembl:ENSG00000167657|HPRD:04478,death-associated protein kinase 3,protein-coding,DAP kinase 3|DAP-like kinase|MYPT1 kinase|ZIP kinase isoform|ZIP-kinase|dlk|zipper-interacting protein kinase
18,52000000,59800000,18q21.3,DCC,CRC18|CRCR1|IGDCC1,HGNC:2701|MIM:120470|Ensembl:ENSG00000187323|HPRD:00391|Vega:OTTHUMG00000132698,deleted in colorectal carcinoma,protein-coding,"colorectal cancer suppressor|colorectal tumor suppressor|deleted in colorectal cancer protein|immunoglobulin superfamily DCC subclass member 1|immunoglobulin superfamily, DCC subclass, member 1|netrin receptor DCC|tumor suppressor protein DCC"
8,6200000,12700000,8p23.1,DEFB1,BD1|DEFB-1|DEFB101|HBD1,HGNC:2766|MIM:602056|Ensembl:ENSG00000164825|HPRD:03634|Vega:OTTHUMG00000090367,"defensin, beta 1",protein-coding,BD-1|beta-defensin 1|beta-defensin-1
5,68400000,73300000,5q13.2|5q13.2,ZNF366,DCSCRIPT,HGNC:18316|MIM:610159|Ensembl:ENSG00000178175|HPRD:18329|Vega:OTTHUMG00000100965,zinc finger protein 366,protein-coding,-
7,19500000,31800000,7p15,DFNA5,ICERE-1,HGNC:2810|MIM:608798|Ensembl:ENSG00000105928|HPRD:02996|Vega:OTTHUMG00000023237,"deafness, autosomal dominant 5",protein-coding,inversely correlated with estrogen receptor expression 1|non-syndromic hearing impairment protein 5|nonsyndromic hearing impairment protein
16,73300000,82700000,16q23,ADAMTS18,ADAMTS21|KNO2,HGNC:17110|MIM:607512|Ensembl:ENSG00000140873|HPRD:06333|Vega:OTTHUMG00000137619,"ADAM metallopeptidase with thrombospondin type 1 motif, 18",protein-coding,"A disintegrin and metalloproteinase with thrombospondin motifs 18|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 18|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 21|disintegrin and metalloprotease-like protein"
3,193800000,199501827,3q29,DLG1,DLGH1|SAP-97|SAP97|dJ1061C18.1.1|hdlg,HGNC:2900|MIM:601014|Ensembl:ENSG00000075711|HPRD:03007|Vega:OTTHUMG00000047972,"discs, large homolog 1 (Drosophila)",protein-coding,disks large homolog 1|presynaptic protein SAP97|synapse-associated protein 97
10,123100000,127400000,10q26.13,DMBT1,GP340|muclin,HGNC:2926|MIM:601969|Ensembl:ENSG00000187908|HPRD:03575|Vega:OTTHUMG00000019185,deleted in malignant brain tumors 1,protein-coding,SAG|deleted in malignant brain tumors 1 protein|glycoprotein 340|gp-340|hensin|salivary agglutinin|surfactant pulmonary-associated D-binding protein
2,70500000,75400000,2p13,DOK1,P62DOK,HGNC:2990|MIM:602919|Ensembl:ENSG00000115325|HPRD:04228|Vega:OTTHUMG00000129956,"docking protein 1, 62kDa (downstream of tyrosine kinase 1)",protein-coding,Downstream of tyrosine kinase 1|docking protein 1|docking protein 1 (downstream of tyrosine kinase 1)|p62(dok)|pp62
17,0,3600000,17p13.3,DPH1,DPH2L|DPH2L1|OVCA1,HGNC:3003|MIM:603527|Ensembl:ENSG00000108963|HPRD:04634,DPH1 homolog (S. cerevisiae),protein-coding,DPH-like 1|DPH2-like 1|candidate tumor suppressor in ovarian cancer 1|diphthamide biosynthesis protein 1|diphthamide biosynthesis protein 2 homolog-like 1|diptheria toxin resistance protein required for diphthamide biosynthesis (Saccharomyces)-like 1|diptheria toxin resistance protein required for diphthamide biosynthesis-like 1|ovarian cancer-associated gene 1 protein|ovarian tumor suppressor candidate 1
2,163500000,169500000,2q24.3,DPP4,ADABP|ADCP2|CD26|DPPIV|TP103,HGNC:3009|MIM:102720|Ensembl:ENSG00000197635|HPRD:02187|Vega:OTTHUMG00000132056,dipeptidyl-peptidase 4,protein-coding,"ADCP-2|DPP IV|T-cell activation antigen CD26|adenosine deaminase complexing protein 2|dipeptidyl peptidase 4|dipeptidyl peptidase IV|dipeptidylpeptidase 4|dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)"
7,107200000,126900000,7q31,SLC26A3,CLD|DRA,HGNC:3018|MIM:126650|Ensembl:ENSG00000091138|HPRD:00544|Vega:OTTHUMG00000154812,"solute carrier family 26, member 3",protein-coding,chloride anion exchanger|down-regulated in adenoma protein
12,91200000,107500000,12q22-q23,DUSP6,MKP3|PYST1,HGNC:3072|MIM:602748|Ensembl:ENSG00000139318|HPRD:04124|Vega:OTTHUMG00000169912,dual specificity phosphatase 6,protein-coding,MAP kinase phosphatase 3|dual specificity protein phosphatase 6|dual specificity protein phosphatase PYST1|mitogen-activated protein kinase phosphatase 3|serine/threonine specific protein phosphatase
20,28400000,37100000,20q11.2,E2F1,E2F-1|RBAP1|RBBP3|RBP3,HGNC:3113|MIM:189971|Ensembl:ENSG00000101412|HPRD:01806|Vega:OTTHUMG00000032265,E2F transcription factor 1,protein-coding,PBR3|PRB-binding protein E2F-1|RBAP-1|RBBP-3|retinoblastoma-associated protein 1|retinoblastoma-binding protein 3|transcription factor E2F1
6,75900000,83900000,6q14.1,EEF1A1,CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1,HGNC:3189|MIM:130590|Ensembl:ENSG00000156508|HPRD:00559|Vega:OTTHUMG00000015031,eukaryotic translation elongation factor 1 alpha 1,protein-coding,CTCL tumor antigen|EF-1-alpha-1|EF1a-like protein|cervical cancer suppressor 3|elongation factor 1 alpha subunit|elongation factor 1-alpha 1|elongation factor Tu|eukaryotic elongation factor 1 A-1|eukaryotic translation elongation factor 1 alpha 1-like 14|glucocorticoid receptor AF-1 specific elongation factor|leukocyte receptor cluster (LRC) member 7|leukocyte receptor cluster member 7|prostate tumor-inducing protein 1|translation elongation factor 1 alpha 1-like 14
1,142400000,154800000,1q21-q22,EFNA1,B61|ECKLG|EFL1|EPLG1|LERK-1|LERK1|TNFAIP4,HGNC:3221|MIM:191164|Ensembl:ENSG00000169242|HPRD:01858|Vega:OTTHUMG00000035312,ephrin-A1,protein-coding,"TNF alpha-induced protein 4|eph-related receptor tyrosine kinase ligand 1|immediate early response protein B61|ligand of eph-related kinase 1|tumor necrosis factor alpha-induced protein 4|tumor necrosis factor, alpha-induced protein 4"
5,97300000,109600000,5q21,EFNA5,AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS,HGNC:3225|MIM:601535|Ensembl:ENSG00000184349|HPRD:03324|Vega:OTTHUMG00000128741,ephrin-A5,protein-coding,AL-1|LERK-7|eph-related receptor tyrosine kinase ligand 7
5,130400000,135400000,5q31.1,EGR1,AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225,HGNC:3238|MIM:128990|Ensembl:ENSG00000120738|HPRD:00549|Vega:OTTHUMG00000129197,early growth response 1,protein-coding,EGR-1|early growth response protein 1|nerve growth factor-induced protein A|transcription factor ETR103|transcription factor Zif268|zinc finger protein 225|zinc finger protein Krox-24
10,53300000,61200000,10q21.1,EGR2,AT591|CMT1D|CMT4E|KROX20,HGNC:3239|MIM:129010|Ensembl:ENSG00000122877|HPRD:00551|Vega:OTTHUMG00000018308,early growth response 2,protein-coding,"E3 SUMO-protein ligase EGR2|EGR-2|KROX-20, Drosophila, homolog (early growth response-2)|Krox-20 homolog, Drosophila|early growth response protein 2|zinc finger protein Krox-20"
12,36500000,44600000,12q12,ARID2,BAF200|p200,HGNC:18037|MIM:609539|Ensembl:ENSG00000189079|HPRD:16505|Vega:OTTHUMG00000150487,"AT rich interactive domain 2 (ARID, RFX-like)",protein-coding,ARID domain-containing protein 2|AT-rich interactive domain-containing protein 2|BRG1-associated factor 200|zinc finger protein with activation potential|zipzap|zipzap/p200
19,47800000,50000000,19q13.31,CADM4,IGSF4C|NECL4|Necl-4|TSLL2|synCAM4,HGNC:30825|MIM:609744|Ensembl:ENSG00000105767|HPRD:17141,cell adhesion molecule 4,protein-coding,"TSLC1-like 2|TSLC1-like protein 2|immunoglobulin superfamily member 4C|immunoglobulin superfamily, member 4C|nectin-like 4|nectin-like protein 4"
17,15900000,22100000,17p11.2,FLCN,BHD|FLCL,HGNC:27310|MIM:607273|Ensembl:ENSG00000154803|HPRD:06278|Vega:OTTHUMG00000059275,folliculin,protein-coding,BHD skin lesion fibrofolliculoma protein|birt-Hogg-Dube syndrome protein
12,14800000,19900000,12p12.3,EMP1,CL-20|EMP-1|TMP,HGNC:3333|MIM:602333|Ensembl:ENSG00000134531|HPRD:11892|Vega:OTTHUMG00000168775,epithelial membrane protein 1,protein-coding,tumor-associated membrane protein
18,41800000,46400000,18q21.1,ZBTB7C,APM-1|APM1|ZBTB36|ZNF857C,HGNC:31700|Ensembl:ENSG00000184828,zinc finger and BTB domain containing 7C,protein-coding,B230208J24Rik|affected by papillomavirus DNA integration in ME180 cells protein 1|zinc finger and BTB domain containing 36|zinc finger and BTB domain-containing protein 36|zinc finger and BTB domain-containing protein 7C|zinc finger protein 857C
1,46500000,60900000,1p33-p32,EPB41,4.1R|EL1|HE,HGNC:3377|MIM:130500|Ensembl:ENSG00000159023|HPRD:00558|Vega:OTTHUMG00000003644,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)",protein-coding,EPB4.1|P4.1|band 4.1|erythrocyte surface protein band 4.1|protein 4.1
7,137300000,142800000,7q34,EPHA1,EPH|EPHT|EPHT1,HGNC:3385|MIM:179610|Ensembl:ENSG00000146904|HPRD:01554|Vega:OTTHUMG00000155894,EPH receptor A1,protein-coding,eph tyrosine kinase 1|ephrin type-A receptor 1|erythropoietin-producing hepatoma amplified sequence|erythropoietin-producing hepatoma receptor|hEpha1|oncogene EPH|soluble EPHA1 variant 1|soluble EPHA1 variant 2|tyrosine-protein kinase receptor EPH
1,16100000,34400000,1p36.1-p35,EPHB2,CAPB|DRT|EK5|EPHT3|ERK|Hek5|PCBC|Tyro5,HGNC:3393|MIM:600997|Ensembl:ENSG00000133216|HPRD:02997|Vega:OTTHUMG00000002881,EPH receptor B2,protein-coding,EPH-like kinase 5|developmentally-regulated Eph-related tyrosine kinase|elk-related tyrosine kinase|eph tyrosine kinase 3|ephrin type-B receptor 2|protein-tyrosine kinase HEK5|renal carcinoma antigen NY-REN-47|tyrosine-protein kinase TYRO5|tyrosine-protein kinase receptor EPH-3
7,97900000,107200000,7q22,EPHB4,HTK|MYK1|TYRO11,HGNC:3395|MIM:600011|Ensembl:ENSG00000196411|HPRD:02481|Vega:OTTHUMG00000157040,EPH receptor B4,protein-coding,ephrin receptor EphB4|ephrin type-B receptor 4|hepatoma transmembrane kinase|soluble EPHB4 variant 1|soluble EPHB4 variant 2|soluble EPHB4 variant 3|tyrosine-protein kinase TYRO11|tyrosine-protein kinase receptor HTK
2,205600000,215100000,2q33.3-q34,ERBB4,HER4|p180erbB4,HGNC:3432|MIM:600543|Ensembl:ENSG00000178568|HPRD:02767|Vega:OTTHUMG00000133012,v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian),protein-coding,avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4|proto-oncogene-like protein c-ErbB-4|receptor tyrosine-protein kinase erbB-4|tyrosine kinase-type cell surface receptor HER4
19,37100000,63811651,19q13,ERF,PE-2|PE2,HGNC:3444|MIM:611888|Ensembl:ENSG00000105722|HPRD:09942,Ets2 repressor factor,protein-coding,ETS domain-containing transcription factor ERF
14,61200000,64000000,14q23.2,ESR2,ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2,HGNC:3468|MIM:601663|Ensembl:ENSG00000140009|HPRD:03390|Vega:OTTHUMG00000141306,estrogen receptor 2 (ER beta),protein-coding,estrogen nuclear receptor beta variant a|estrogen nuclear receptor beta variant b|estrogen receptor beta|estrogen receptor beta 4|nuclear receptor subfamily 3 group A member 2
11,115400000,120700000,11q23.3,ETS1,ETS-1|EWSR2,HGNC:3488|MIM:164720|Ensembl:ENSG00000134954|HPRD:01260|Vega:OTTHUMG00000165799,v-ets erythroblastosis virus E26 oncogene homolog 1 (avian),protein-coding,Avian erythroblastosis virus E26 (v-ets) oncogene homolog-1|ets protein|p54|protein C-ets-1|v-ets avian erythroblastosis virus E2 oncogene homolog 1
